p,e,n,poly,factorization
1249,2,10,x^20 + x^19 + 7,2^7 * 3 * 5^5 * 11 * 13 * 53 * 131 * 14717 * 18041 * 102161 * 337495661 * 2435553122501 * 3213316371593401
1249,2,11,x^22 + x^21 + 21,2^6 * 3 * 5^4 * 13 * 23 * 67 * 75386191 * 1527411953 * 52026688627 * 9246390624610394604355507806251
1249,2,12,x^24 + x^23 + 134,2^8 * 3^2 * 5^4 * 7 * 13 * 17 * 53 * 61 * 73 * 997 * 3253 * 7129 * 12301 * 14717 * 72817 * 222679 * 554089 * 71576562353 * 146786865340777
1249,3,2,x^6 + x^5 + 88,2^6 * 3^2 * 5^4 * 7 * 13 * 73 * 7129 * 222679
1249,3,3,x^9 + x^8 + 129,2^5 * 3^3 * 13 * 73 * 7129 * 331957 * 3812163726781
1249,3,4,x^12 + x^11 + 131,2^7 * 3^2 * 5^4 * 7 * 13 * 53 * 61 * 73 * 997 * 3253 * 7129 * 12301 * 14717 * 222679
1249,3,5,x^15 + x^14 + 91,2^5 * 3^2 * 13 * 31 * 73 * 331 * 7129 * 2435553122501 * 576715955171331761341
1249,3,6,x^18 + x^17 + 107,2^6 * 3^3 * 5^4 * 7 * 13 * 19 * 37 * 73 * 271 * 3187 * 7129 * 222679 * 331957 * 6252705163 * 3812163726781
1249,3,7,x^21 + x^20 + 41,2^5 * 3^2 * 13 * 73 * 7129 * 9857 * 3907511145217 * 385458588480743 * 3685540451602374405375553
1249,3,8,x^24 + x^23 + 134,2^8 * 3^2 * 5^4 * 7 * 13 * 17 * 53 * 61 * 73 * 997 * 3253 * 7129 * 12301 * 14717 * 72817 * 222679 * 554089 * 71576562353 * 146786865340777
1249,4,2,x^8 + x^7 + 43,2^8 * 3 * 5^4 * 13 * 17 * 53 * 14717 * 71576562353
1249,4,3,x^12 + x^11 + 131,2^7 * 3^2 * 5^4 * 7 * 13 * 53 * 61 * 73 * 997 * 3253 * 7129 * 12301 * 14717 * 222679
1249,4,4,x^16 + x^15 + 61,2^9 * 3 * 5^4 * 13 * 17 * 53 * 97 * 241 * 14717 * 71576562353 * 126672031177623339313
1249,4,5,x^20 + x^19 + 7,2^7 * 3 * 5^5 * 11 * 13 * 53 * 131 * 14717 * 18041 * 102161 * 337495661 * 2435553122501 * 3213316371593401
1249,4,6,x^24 + x^23 + 134,2^8 * 3^2 * 5^4 * 7 * 13 * 17 * 53 * 61 * 73 * 997 * 3253 * 7129 * 12301 * 14717 * 72817 * 222679 * 554089 * 71576562353 * 146786865340777
1249,5,2,x^10 + x^9 + 11,2^6 * 3 * 5^5 * 11 * 13 * 131 * 337495661 * 2435553122501
1249,5,3,x^15 + x^14 + 91,2^5 * 3^2 * 13 * 31 * 73 * 331 * 7129 * 2435553122501 * 576715955171331761341
1249,5,4,x^20 + x^19 + 7,2^7 * 3 * 5^5 * 11 * 13 * 53 * 131 * 14717 * 18041 * 102161 * 337495661 * 2435553122501 * 3213316371593401
1249,5,5,x^25 + x^24 + 261,2^5 * 3 * 13 * 101 * 25951 * 3384551 * 8479425751 * 2435553122501 * 1134764632835687171796496776592415401151
1249,6,2,x^12 + x^11 + 131,2^7 * 3^2 * 5^4 * 7 * 13 * 53 * 61 * 73 * 997 * 3253 * 7129 * 12301 * 14717 * 222679
1249,6,3,x^18 + x^17 + 107,2^6 * 3^3 * 5^4 * 7 * 13 * 19 * 37 * 73 * 271 * 3187 * 7129 * 222679 * 331957 * 6252705163 * 3812163726781
1249,6,4,x^24 + x^23 + 134,2^8 * 3^2 * 5^4 * 7 * 13 * 17 * 53 * 61 * 73 * 997 * 3253 * 7129 * 12301 * 14717 * 72817 * 222679 * 554089 * 71576562353 * 146786865340777
1249,7,2,x^14 + x^13 + 19,2^6 * 3 * 5^4 * 13 * 43 * 9857 * 8832839 * 9987534341 * 385458588480743
1249,7,3,x^21 + x^20 + 41,2^5 * 3^2 * 13 * 73 * 7129 * 9857 * 3907511145217 * 385458588480743 * 3685540451602374405375553
1249,8,2,x^16 + x^15 + 61,2^9 * 3 * 5^4 * 13 * 17 * 53 * 97 * 241 * 14717 * 71576562353 * 126672031177623339313
1249,8,3,x^24 + x^23 + 134,2^8 * 3^2 * 5^4 * 7 * 13 * 17 * 53 * 61 * 73 * 997 * 3253 * 7129 * 12301 * 14717 * 72817 * 222679 * 554089 * 71576562353 * 146786865340777
1249,9,2,x^18 + x^17 + 107,2^6 * 3^3 * 5^4 * 7 * 13 * 19 * 37 * 73 * 271 * 3187 * 7129 * 222679 * 331957 * 6252705163 * 3812163726781
1249,10,2,x^20 + x^19 + 7,2^7 * 3 * 5^5 * 11 * 13 * 53 * 131 * 14717 * 18041 * 102161 * 337495661 * 2435553122501 * 3213316371593401
1249,11,2,x^22 + x^21 + 21,2^6 * 3 * 5^4 * 13 * 23 * 67 * 75386191 * 1527411953 * 52026688627 * 9246390624610394604355507806251
1249,12,2,x^24 + x^23 + 134,2^8 * 3^2 * 5^4 * 7 * 13 * 17 * 53 * 61 * 73 * 997 * 3253 * 7129 * 12301 * 14717 * 72817 * 222679 * 554089 * 71576562353 * 146786865340777
