p,r,n,poly,factorization
6029,2,5,x^10 + x^9 + 261,2^3 * 3^2 * 5^2 * 11 * 31 * 67 * 137 * 181 * 281 * 5841601 * 167568551 * 226214941
6029,2,6,x^12 + x^11 + 56,2^4 * 3^3 * 5 * 7 * 11 * 13 * 67 * 137 * 241 * 757 * 1231 * 354961 * 5193553 * 15444841 * 18174421
6029,2,7,x^14 + x^13 + 3,2^3 * 3^2 * 5 * 11 * 67 * 137 * 43541 * 1102811473296630497 * 48033445849969440689011
6029,2,8,x^16 + x^15 + 15,2^6 * 3^2 * 5 * 11 * 17^2 * 67 * 113 * 137 * 1361 * 305857 * 18174421 * 485392447481 * 87385135619392043969
6029,2,9,x^18 + x^17 + 354,2^3 * 3^4 * 5 * 7 * 11 * 13 * 19 * 67 * 109 * 137 * 757 * 1231 * 2104759 * 3839131 * 5193553 * 312811561 * 858632581 * 171047443159
6029,2,10,x^20 + x^19 + 230,2^4 * 3^2 * 5^2 * 11 * 31 * 41 * 67 * 137 * 181 * 281 * 20641 * 36161 * 483761 * 4941241 * 5841601 * 18174421 * 23863841 * 167568551 * 226214941
6029,3,2,x^6 + x^5 + 17,2^3 * 3^3 * 5 * 7 * 11 * 13 * 67 * 137 * 757 * 1231 * 5193553
6029,3,3,x^9 + x^8 + 2,2^2 * 7 * 11 * 19 * 137 * 2104759 * 3839131 * 5193553 * 312811561
6029,3,4,x^12 + x^11 + 56,2^4 * 3^3 * 5 * 7 * 11 * 13 * 67 * 137 * 241 * 757 * 1231 * 354961 * 5193553 * 15444841 * 18174421
6029,3,5,x^15 + x^14 + 37,2^2 * 7 * 11 * 137 * 1531 * 2356021 * 3169501 * 5193553 * 5841601 * 226214941 * 152666936093731
6029,3,6,x^18 + x^17 + 354,2^3 * 3^4 * 5 * 7 * 11 * 13 * 19 * 67 * 109 * 137 * 757 * 1231 * 2104759 * 3839131 * 5193553 * 312811561 * 858632581 * 171047443159
6029,3,7,x^21 + x^20 + 17,2^2 * 7^2 * 11 * 43 * 137 * 5193553 * 48033445849969440689011 * 7661342370852306760014379341216196222844221
6029,4,2,x^8 + x^7 + 186,2^5 * 3^2 * 5 * 11 * 67 * 137 * 1361 * 18174421 * 485392447481
6029,4,3,x^12 + x^11 + 56,2^4 * 3^3 * 5 * 7 * 11 * 13 * 67 * 137 * 241 * 757 * 1231 * 354961 * 5193553 * 15444841 * 18174421
6029,4,4,x^16 + x^15 + 15,2^6 * 3^2 * 5 * 11 * 17^2 * 67 * 113 * 137 * 1361 * 305857 * 18174421 * 485392447481 * 87385135619392043969
6029,4,5,x^20 + x^19 + 230,2^4 * 3^2 * 5^2 * 11 * 31 * 41 * 67 * 137 * 181 * 281 * 20641 * 36161 * 483761 * 4941241 * 5841601 * 18174421 * 23863841 * 167568551 * 226214941
6029,5,2,x^10 + x^9 + 261,2^3 * 3^2 * 5^2 * 11 * 31 * 67 * 137 * 181 * 281 * 5841601 * 167568551 * 226214941
6029,5,3,x^15 + x^14 + 37,2^2 * 7 * 11 * 137 * 1531 * 2356021 * 3169501 * 5193553 * 5841601 * 226214941 * 152666936093731
6029,5,4,x^20 + x^19 + 230,2^4 * 3^2 * 5^2 * 11 * 31 * 41 * 67 * 137 * 181 * 281 * 20641 * 36161 * 483761 * 4941241 * 5841601 * 18174421 * 23863841 * 167568551 * 226214941
6029,6,2,x^12 + x^11 + 56,2^4 * 3^3 * 5 * 7 * 11 * 13 * 67 * 137 * 241 * 757 * 1231 * 354961 * 5193553 * 15444841 * 18174421
6029,6,3,x^18 + x^17 + 354,2^3 * 3^4 * 5 * 7 * 11 * 13 * 19 * 67 * 109 * 137 * 757 * 1231 * 2104759 * 3839131 * 5193553 * 312811561 * 858632581 * 171047443159
6029,7,2,x^14 + x^13 + 3,2^3 * 3^2 * 5 * 11 * 67 * 137 * 43541 * 1102811473296630497 * 48033445849969440689011
6029,7,3,x^21 + x^20 + 17,2^2 * 7^2 * 11 * 43 * 137 * 5193553 * 48033445849969440689011 * 7661342370852306760014379341216196222844221
6029,8,2,x^16 + x^15 + 15,2^6 * 3^2 * 5 * 11 * 17^2 * 67 * 113 * 137 * 1361 * 305857 * 18174421 * 485392447481 * 87385135619392043969
6029,9,2,x^18 + x^17 + 354,2^3 * 3^4 * 5 * 7 * 11 * 13 * 19 * 67 * 109 * 137 * 757 * 1231 * 2104759 * 3839131 * 5193553 * 312811561 * 858632581 * 171047443159
6029,10,2,x^20 + x^19 + 230,2^4 * 3^2 * 5^2 * 11 * 31 * 41 * 67 * 137 * 181 * 281 * 20641 * 36161 * 483761 * 4941241 * 5841601 * 18174421 * 23863841 * 167568551 * 226214941
