p,e,n,poly,factorization
4007,2,10,x^20 + x^19 + 166,2^5 * 3 * 5^3 * 11 * 31 * 167 * 311 * 317 * 1013 * 2003 * 414431 * 1999661 * 756190798061 * 13291827856976373440232217901
4007,2,11,x^22 + x^21 + 44,2^4 * 3 * 23 * 89 * 167 * 2003 * 2531 * 39227 * 467175412002481873864058293 * 11992557658184956295971594468311713
4007,3,2,x^6 + x^5 + 10,2^4 * 3^2 * 7 * 13 * 37 * 73 * 167 * 283 * 2003 * 1235389
4007,3,3,x^9 + x^8 + 18,2 * 13 * 19 * 2003 * 33769 * 1235389 * 6451255666877563
4007,3,4,x^12 + x^11 + 60,2^5 * 3^2 * 5^2 * 7 * 13 * 37 * 73 * 167 * 283 * 317 * 1013 * 2003 * 1235389 * 257796693434353
4007,3,5,x^15 + x^14 + 8,2 * 11 * 13 * 31 * 61 * 181 * 2003 * 263191 * 1076011 * 1235389 * 756190798061 * 21249571985461
4007,3,6,x^18 + x^17 + 68,2^4 * 3^3 * 7 * 13 * 19 * 37 * 73 * 167 * 283 * 2003 * 33769 * 1235389 * 7191786439 * 191848327471 * 6451255666877563
4007,3,7,x^21 + x^20 + 39,2 * 13 * 379 * 547 * 1303 * 2003 * 1235389 * 130735046107 * 3177459592396495519 * 631982643305327486806854739
4007,4,2,x^8 + x^7 + 68,2^6 * 3 * 5^2 * 167 * 317 * 1013 * 2003 * 50969 * 2528955929
4007,4,3,x^12 + x^11 + 60,2^5 * 3^2 * 5^2 * 7 * 13 * 37 * 73 * 167 * 283 * 317 * 1013 * 2003 * 1235389 * 257796693434353
4007,4,4,x^16 + x^15 + 70,2^7 * 3 * 5^2 * 17 * 167 * 317 * 1013 * 2003 * 2081 * 3457 * 42737 * 50969 * 2528955929 * 6357704373902657
4007,4,5,x^20 + x^19 + 166,2^5 * 3 * 5^3 * 11 * 31 * 167 * 311 * 317 * 1013 * 2003 * 414431 * 1999661 * 756190798061 * 13291827856976373440232217901
4007,5,2,x^10 + x^9 + 5,2^4 * 3 * 11 * 31 * 167 * 311 * 2003 * 414431 * 1999661 * 756190798061
4007,5,3,x^15 + x^14 + 8,2 * 11 * 13 * 31 * 61 * 181 * 2003 * 263191 * 1076011 * 1235389 * 756190798061 * 21249571985461
4007,5,4,x^20 + x^19 + 166,2^5 * 3 * 5^3 * 11 * 31 * 167 * 311 * 317 * 1013 * 2003 * 414431 * 1999661 * 756190798061 * 13291827856976373440232217901
4007,6,2,x^12 + x^11 + 60,2^5 * 3^2 * 5^2 * 7 * 13 * 37 * 73 * 167 * 283 * 317 * 1013 * 2003 * 1235389 * 257796693434353
4007,6,3,x^18 + x^17 + 68,2^4 * 3^3 * 7 * 13 * 19 * 37 * 73 * 167 * 283 * 2003 * 33769 * 1235389 * 7191786439 * 191848327471 * 6451255666877563
4007,7,2,x^14 + x^13 + 82,2^4 * 3 * 29 * 43 * 167 * 1303 * 2003 * 7897667 * 420186807307 * 3177459592396495519
4007,7,3,x^21 + x^20 + 39,2 * 13 * 379 * 547 * 1303 * 2003 * 1235389 * 130735046107 * 3177459592396495519 * 631982643305327486806854739
4007,8,2,x^16 + x^15 + 70,2^7 * 3 * 5^2 * 17 * 167 * 317 * 1013 * 2003 * 2081 * 3457 * 42737 * 50969 * 2528955929 * 6357704373902657
4007,9,2,x^18 + x^17 + 68,2^4 * 3^3 * 7 * 13 * 19 * 37 * 73 * 167 * 283 * 2003 * 33769 * 1235389 * 7191786439 * 191848327471 * 6451255666877563
4007,10,2,x^20 + x^19 + 166,2^5 * 3 * 5^3 * 11 * 31 * 167 * 311 * 317 * 1013 * 2003 * 414431 * 1999661 * 756190798061 * 13291827856976373440232217901
4007,11,2,x^22 + x^21 + 44,2^4 * 3 * 23 * 89 * 167 * 2003 * 2531 * 39227 * 467175412002481873864058293 * 11992557658184956295971594468311713
