p,r,n,poly,factorization
4133,2,7,x^14 + x^13 + 18,2^3 * 3 * 13 * 53 * 463 * 547 * 1033 * 54083 * 5997223 * 6715717 * 28099541 * 1602558850327
4133,2,8,x^16 + x^15 + 67,2^6 * 3 * 5 * 13 * 17 * 53 * 113 * 449 * 1033 * 930337 * 1708169 * 28255361 * 19113330217 * 14330906064481
4133,2,9,x^18 + x^17 + 7,2^3 * 3^3 * 7 * 13 * 19 * 37 * 53 * 163 * 1033 * 2833 * 3169 * 5581 * 813217 * 1393633 * 2296963 * 12012719527 * 640813994659
4133,2,10,x^20 + x^19 + 12,2^4 * 3 * 5^2 * 11 * 13 * 41 * 53 * 241 * 1033 * 3691 * 14461 * 128621 * 1708169 * 5169961 * 10685611 * 27312871 * 29812801 * 43188873941
4133,2,11,x^22 + x^21 + 120,2^3 * 3 * 13 * 23 * 53 * 89 * 1033 * 56827 * 44079751 * 181636123967 * 3912362404224831948887 * 580437046751398297073801
4133,3,2,x^6 + x^5 + 20,2^3 * 3^2 * 7 * 13 * 37 * 53 * 163 * 1033 * 2833 * 813217
4133,3,3,x^9 + x^8 + 44,2^2 * 37 * 163 * 1033 * 2833 * 5581 * 1393633 * 640813994659
4133,3,4,x^12 + x^11 + 65,2^4 * 3^2 * 5 * 7 * 13 * 37 * 53 * 163 * 1033 * 2833 * 813217 * 1708169 * 291784082011033
4133,3,5,x^15 + x^14 + 45,2^2 * 31 * 37 * 163 * 421 * 1033 * 2833 * 8461 * 10685611 * 27312871 * 1097224201 * 702517726231
4133,3,6,x^18 + x^17 + 7,2^3 * 3^3 * 7 * 13 * 19 * 37 * 53 * 163 * 1033 * 2833 * 3169 * 5581 * 813217 * 1393633 * 2296963 * 12012719527 * 640813994659
4133,3,7,x^21 + x^20 + 97,2^2 * 37 * 163 * 547 * 1033 * 2833 * 54083 * 5170201 * 5997223 * 28099541 * 2247000253 * 2137810581216142372312370053
4133,4,2,x^8 + x^7 + 19,2^5 * 3 * 5 * 13 * 17 * 53 * 449 * 1033 * 1708169 * 19113330217
4133,4,3,x^12 + x^11 + 65,2^4 * 3^2 * 5 * 7 * 13 * 37 * 53 * 163 * 1033 * 2833 * 813217 * 1708169 * 291784082011033
4133,4,4,x^16 + x^15 + 67,2^6 * 3 * 5 * 13 * 17 * 53 * 113 * 449 * 1033 * 930337 * 1708169 * 28255361 * 19113330217 * 14330906064481
4133,4,5,x^20 + x^19 + 12,2^4 * 3 * 5^2 * 11 * 13 * 41 * 53 * 241 * 1033 * 3691 * 14461 * 128621 * 1708169 * 5169961 * 10685611 * 27312871 * 29812801 * 43188873941
4133,5,2,x^10 + x^9 + 18,2^3 * 3 * 11 * 13 * 53 * 241 * 1033 * 3691 * 10685611 * 27312871 * 29812801
4133,5,3,x^15 + x^14 + 45,2^2 * 31 * 37 * 163 * 421 * 1033 * 2833 * 8461 * 10685611 * 27312871 * 1097224201 * 702517726231
4133,5,4,x^20 + x^19 + 12,2^4 * 3 * 5^2 * 11 * 13 * 41 * 53 * 241 * 1033 * 3691 * 14461 * 128621 * 1708169 * 5169961 * 10685611 * 27312871 * 29812801 * 43188873941
4133,6,2,x^12 + x^11 + 65,2^4 * 3^2 * 5 * 7 * 13 * 37 * 53 * 163 * 1033 * 2833 * 813217 * 1708169 * 291784082011033
4133,6,3,x^18 + x^17 + 7,2^3 * 3^3 * 7 * 13 * 19 * 37 * 53 * 163 * 1033 * 2833 * 3169 * 5581 * 813217 * 1393633 * 2296963 * 12012719527 * 640813994659
4133,7,2,x^14 + x^13 + 18,2^3 * 3 * 13 * 53 * 463 * 547 * 1033 * 54083 * 5997223 * 6715717 * 28099541 * 1602558850327
4133,7,3,x^21 + x^20 + 97,2^2 * 37 * 163 * 547 * 1033 * 2833 * 54083 * 5170201 * 5997223 * 28099541 * 2247000253 * 2137810581216142372312370053
4133,8,2,x^16 + x^15 + 67,2^6 * 3 * 5 * 13 * 17 * 53 * 113 * 449 * 1033 * 930337 * 1708169 * 28255361 * 19113330217 * 14330906064481
4133,9,2,x^18 + x^17 + 7,2^3 * 3^3 * 7 * 13 * 19 * 37 * 53 * 163 * 1033 * 2833 * 3169 * 5581 * 813217 * 1393633 * 2296963 * 12012719527 * 640813994659
4133,10,2,x^20 + x^19 + 12,2^4 * 3 * 5^2 * 11 * 13 * 41 * 53 * 241 * 1033 * 3691 * 14461 * 128621 * 1708169 * 5169961 * 10685611 * 27312871 * 29812801 * 43188873941
4133,11,2,x^22 + x^21 + 120,2^3 * 3 * 13 * 23 * 53 * 89 * 1033 * 56827 * 44079751 * 181636123967 * 3912362404224831948887 * 580437046751398297073801
